id,date,user,pc,activity
LGN0001060,01/29/2026 09:48:11,USR0024,PC-USR0024-01,Logon
LGN0001061,01/29/2026 18:01:11,USR0024,PC-USR0024-01,Logoff
LGN0001062,01/29/2026 09:26:48,USR0025,PC-USR0025-01,Logon
LGN0001063,01/29/2026 18:24:27,USR0025,PC-USR0025-01,Logoff
LGN0001064,01/30/2026 09:54:16,AAE0190,PC-AAE0190-01,Logon
LGN0001065,01/30/2026 17:11:06,AAE0190,PC-AAE0190-01,Logoff
LGN0001066,01/30/2026 22:27:51,AAE0190,PC-AAE0190-01,Logon
LGN0001067,01/30/2026 09:53:19,USR0002,PC-USR0002-01,Logon
LGN0001068,01/30/2026 18:16:30,USR0002,PC-USR0002-01,Logoff
LGN0001069,01/30/2026 08:55:20,USR0003,PC-USR0003-01,Logon
LGN0001070,01/30/2026 17:01:14,USR0003,PC-USR0003-01,Logoff
LGN0001071,01/30/2026 09:33:58,USR0004,PC-USR0004-01,Logon
LGN0001072,01/30/2026 17:23:23,USR0004,PC-USR0004-01,Logoff
LGN0001073,01/30/2026 09:50:21,USR0005,PC-USR0005-01,Logon
LGN0001074,01/30/2026 18:24:06,USR0005,PC-USR0005-01,Logoff
LGN0001075,01/30/2026 08:33:58,USR0006,PC-USR0006-01,Logon
LGN0001076,01/30/2026 18:10:52,USR0006,PC-USR0006-01,Logoff
LGN0001077,01/30/2026 08:40:59,USR0007,PC-USR0007-01,Logon
LGN0001078,01/30/2026 18:16:41,USR0007,PC-USR0007-01,Logoff
LGN0001079,01/30/2026 08:20:36,USR0008,PC-USR0008-01,Logon
LGN0001080,01/30/2026 17:15:15,USR0008,PC-USR0008-01,Logoff
LGN0001081,01/30/2026 08:53:57,USR0009,PC-USR0009-01,Logon
LGN0001082,01/30/2026 18:10:10,USR0009,PC-USR0009-01,Logoff
LGN0001083,01/30/2026 09:39:50,USR0010,PC-USR0010-01,Logon
LGN0001084,01/30/2026 17:08:57,USR0010,PC-USR0010-01,Logoff
LGN0001085,01/30/2026 09:44:54,USR0011,PC-USR0011-01,Logon
LGN0001086,01/30/2026 18:16:07,USR0011,PC-USR0011-01,Logoff
LGN0001087,01/30/2026 09:16:21,USR0012,PC-USR0012-01,Logon
LGN0001088,01/30/2026 17:08:12,USR0012,PC-USR0012-01,Logoff
LGN0001089,01/30/2026 09:26:37,USR0013,PC-USR0013-01,Logon
LGN0001090,01/30/2026 18:16:43,USR0013,PC-USR0013-01,Logoff
LGN0001091,01/30/2026 09:54:36,USR0014,PC-USR0014-01,Logon
LGN0001092,01/30/2026 17:11:40,USR0014,PC-USR0014-01,Logoff
LGN0001093,01/30/2026 09:34:38,USR0015,PC-USR0015-01,Logon
LGN0001094,01/30/2026 17:00:25,USR0015,PC-USR0015-01,Logoff
LGN0001095,01/30/2026 09:45:49,USR0016,PC-USR0016-01,Logon
LGN0001096,01/30/2026 18:29:37,USR0016,PC-USR0016-01,Logoff
LGN0001097,01/30/2026 09:28:52,USR0017,PC-USR0017-01,Logon
LGN0001098,01/30/2026 17:07:12,USR0017,PC-USR0017-01,Logoff
LGN0001099,01/30/2026 09:24:45,USR0018,PC-USR0018-01,Logon
LGN0001100,01/30/2026 18:09:56,USR0018,PC-USR0018-01,Logoff
LGN0001101,01/30/2026 09:41:37,USR0019,PC-USR0019-01,Logon
LGN0001102,01/30/2026 18:05:45,USR0019,PC-USR0019-01,Logoff
LGN0001103,01/30/2026 09:22:28,USR0020,PC-USR0020-01,Logon
LGN0001104,01/30/2026 17:17:25,USR0020,PC-USR0020-01,Logoff
LGN0001105,01/30/2026 09:51:26,USR0021,PC-USR0021-01,Logon
LGN0001106,01/30/2026 18:06:18,USR0021,PC-USR0021-01,Logoff
LGN0001107,01/30/2026 08:29:57,USR0022,PC-USR0022-01,Logon
LGN0001108,01/30/2026 17:29:49,USR0022,PC-USR0022-01,Logoff
LGN0001109,01/30/2026 09:33:42,USR0023,PC-USR0023-01,Logon
LGN0001110,01/30/2026 17:01:48,USR0023,PC-USR0023-01,Logoff
LGN0001111,01/30/2026 09:20:20,USR0024,PC-USR0024-01,Logon
LGN0001112,01/30/2026 18:29:56,USR0024,PC-USR0024-01,Logoff
LGN0001113,01/30/2026 09:18:14,USR0025,PC-USR0025-01,Logon
LGN0001114,01/30/2026 18:20:10,USR0025,PC-USR0025-01,Logoff
